index,house_id,city,sale_price,sale_date,months_listed,bedrooms,house_type,area
57,1028805,Riverford,245261,2022-08-06,6.5,6,Detached,552.9
58,1161276,Silvertown,418131,2022-05-10,7.7,6,Detached,592.1
59,1631243,Riverford,205905,2021-02-28,7.6,4,Detached,382.5
60,1010355,Poppleton,61207,2020-06-27,5.2,2,Semi-detached,145.0
61,1289493,Silvertown,63949,2020-10-06,2.6,2,Terraced,181.8
62,1197355,Teasdale,285132,2022-12-18,3.8,4,Detached,337.3
63,1351812,Riverford,229931,2021-12-22,3.5,5,Detached,440.4
64,1505538,Silvertown,380205,2022-12-19,4.2,6,Detached,520.7
65,1433252,Teasdale,316508,2021-07-31,1.2,4,Detached,383.6
66,1882469,Teasdale,456663,2020-09-28,8.0,6,Detached,598.5
67,1094683,Riverford,173451,2021-12-22,5.6,4,Detached,346.1
68,1512144,Silvertown,429969,2022-05-16,8.1,6,Detached,589.1
69,1385300,Poppleton,215575,2022-10-02,6.3,4,Detached,349.9
70,1222170,Teasdale,187712,2021-08-04,6.5,3,Detached,240.3
71,1734425,Poppleton,210941,2021-05-23,7.8,4,Detached,334.7
72,1534182,Poppleton,160239,2020-11-13,6.6,3,Detached,271.9
73,1358048,Teasdale,256985,2020-03-08,8.1,4,Detached,309.3
74,1648119,Silvertown,184410,2021-11-06,3.3,3,Detached,275.0
75,1101259,Silvertown,332355,2022-02-04,7.3,5,Detached,453.3
76,1000296,Silvertown,268043,2020-06-04,7.4,4,Detached,394.7
77,1981646,Riverford,26348,2022-10-03,5.9,2,Terraced,109.0
78,1783843,Riverford,43047,2021-04-20,9.4,2,Semi-detached,110.3
79,1203285,Silvertown,359392,2022-02-25,8.9,6,Detached,523.7
80,1624288,Silvertown,69405,2020-06-18,7.8,3,Terraced,201.2
81,1487654,Unknown,72586,2020-05-28,5.4,2,Semi-detached,147.4
82,1932412,Teasdale,201099,2020-12-28,7.8,3,Detached,246.7
83,1579084,Teasdale,59814,2021-02-13,6.9,2,Terraced,148.3
84,1926110,Poppleton,67184,2021-05-14,7.8,2,Semi-detached,144.1
85,1589617,Poppleton,157600,2021-10-11,5.9,3,Detached,260.3
86,1655164,Silvertown,210697,2020-06-24,8.8,4,Detached,308.3
87,1546532,Silvertown,245619,2021-02-24,6.4,4,Detached,363.4
88,1722810,Silvertown,351162,2021-06-04,6.0,5,Detached,463.3
89,1690740,Unknown,338647,2022-12-28,3.7,5,Detached,459.5
90,1552726,Riverford,143188,2022-02-11,7.1,3,Detached,285.4
91,1548631,Teasdale,318442,2020-06-03,5.6,4,Detached,373.1
92,1582571,Teasdale,98395,2022-03-10,5.9,2,Semi-detached,160.1
93,1584947,Teasdale,151648,2020-07-11,7.1,2,Detached,192.4
94,1821125,Silvertown,269871,2020-05-28,3.6,5,Detached,415.7
95,1879053,Teasdale,87891,2022-07-08,3.2,2,Semi-detached,147.6
96,1079746,Poppleton,162407,2021-11-09,8.5,3,Detached,293.5
97,1138391,Poppleton,273335,2021-12-04,5.9,5,Detached,464.4
98,1472754,Riverford,168295,2020-07-16,6.2,4,Detached,329.0
99,1236600,Teasdale,336904,2021-09-15,7.6,5,Detached,450.9
100,1735694,Silvertown,52920,2021-04-24,3.5,2,Terraced,151.8
101,1731318,Poppleton,190121,2021-03-18,4.3,4,Detached,310.2
102,1036836,Riverford,211025,2020-04-10,4.4,5,Detached,408.3
103,1176670,Riverford,282420,2021-06-04,5.3,6,Detached,561.3
104,1110512,Poppleton,95564,2022-11-28,4.5,3,Semi-detached,210.3
105,1189566,Silvertown,366021,2021-08-11,10.4,5,Detached,491.9
106,1563589,Silvertown,227392,2021-05-28,4.7,4,Detached,319.7
107,1471465,Silvertown,254781,2021-01-27,9.2,4,Detached,373.5
108,1235265,Teasdale,408029,2020-12-25,5.1,5,Detached,495.3
109,1262675,Silvertown,301292,2021-10-07,4.8,5,Detached,435.2
110,1729386,Silvertown,113242,2022-06-14,8.0,3,Semi-detached,235.1
111,1268745,Silvertown,245426,2020-07-14,6.9,4,Detached,365.5
112,1161942,Poppleton,71597,2021-04-20,5.2,3,Terraced,223.0
113,1462894,Poppleton,362570,2020-05-16,7.6,6,Detached,563.8
114,1013721,Silvertown,383336,2020-09-13,3.7,6,Detached,559.9
115,1115973,Silvertown,102825,2022-02-26,6.1,2,Semi-detached,193.5
116,1856639,Teasdale,452661,2022-07-27,1.7,6,Detached,570.2
117,1541723,Silvertown,128097,2021-07-23,8.0,2,Detached,196.9
118,1688040,Poppleton,324382,2020-07-05,7.3,6,Detached,538.8
119,1345063,Poppleton,316638,2020-12-22,6.3,6,Detached,532.4
120,1017461,Riverford,52380,2021-06-06,10.2,3,Terraced,208.6
121,1384509,Teasdale,139212,2021-01-09,0.8,3,Semi-detached,210.5
122,1789270,Silvertown,212638,2022-10-05,5.7,4,Detached,318.1
123,1748617,Teasdale,269311,2020-02-07,6.1,4,Detached,380.8
124,1941287,Poppleton,66253,2022-02-22,4.3,2,Semi-detached,140.0
125,1553504,Poppleton,53400,2021-01-19,7.4,2,Terraced,163.2
126,1500060,Poppleton,280043,2021-02-20,2.6,5,Detached,455.0
127,1852386,Riverford,217948,2022-02-11,2.0,5,Detached,453.7
128,1076417,Silvertown,179314,2020-01-17,5.3,3,Detached,251.2
129,1924904,Poppleton,229070,2021-04-30,8.5,4,Detached,388.2
130,1265706,Teasdale,441050,2021-07-04,3.5,6,Detached,570.8
131,1409662,Unknown,357657,2021-08-06,8.7,6,Detached,591.5
132,1032875,Silvertown,354427,2021-05-14,2.3,5,Detached,468.1
133,1286417,Silvertown,386001,2022-09-17,4.5,6,Detached,526.0
134,1182802,Teasdale,319386,2020-11-26,6.1,5,Detached,404.8
135,1831163,Silvertown,267777,2022-12-10,5.9,4,Detached,378.1
136,1826227,Silvertown,331802,2020-11-06,4.5,6,Detached,500.9
137,1844551,Teasdale,455750,2022-05-18,4.5,6,Detached,562.3
138,1462292,Riverford,146841,2020-11-13,5.0,4,Detached,325.1
139,1683098,Riverford,129772,2022-08-03,6.9,3,Detached,263.4
140,1947450,Poppleton,273134,2020-02-13,4.5,5,Detached,486.5
141,1269475,Poppleton,51167,2021-08-14,7.1,2,Semi-detached,117.4
142,1261658,Poppleton,125551,2020-06-09,4.3,3,Detached,224.1
143,1245207,Silvertown,334500,2021-02-19,6.5,5,Detached,473.8
144,1281028,Riverford,229632,2020-01-10,6.4,6,Detached,504.4
145,1462313,Teasdale,509536,2022-09-21,8.1,6,Detached,587.4
146,1429810,Teasdale,206593,2022-12-21,6.9,3,Detached,269.2
147,1010812,Riverford,296638,2021-01-10,6.1,6,Detached,557.5
148,1091914,Unknown,94535,2021-09-16,5.9,2,Semi-detached,187.3
149,1850313,Poppleton,222766,2020-01-07,8.5,4,Detached,397.0
150,1506704,Silvertown,256261,2020-06-29,8.6,4,Detached,379.2
151,1868812,Silvertown,263779,2022-01-08,9.2,4,Detached,383.5
152,1315287,Silvertown,144728,2022-05-18,3.7,3,Detached,202.1
153,1692792,Riverford,35548,2020-01-22,10.2,2,Terraced,136.9
154,1776487,Silvertown,318196,2020-07-27,2.0,5,Detached,470.8
155,1828946,Teasdale,286527,2022-10-14,7.1,4,Detached,345.2
156,1727493,Riverford,59039,2020-10-08,6.7,2,Semi-detached,150.8
157,1067695,Poppleton,346812,2020-10-07,6.6,6,Detached,566.2
158,1945061,Teasdale,309372,2022-04-04,6.1,5,Detached,402.6
159,1045300,Teasdale,263255,2022-02-23,4.4,4,Detached,364.6
160,1421698,Poppleton,332567,2022-06-20,4.5,6,Detached,565.0
161,1149299,Poppleton,127143,2022-07-12,6.5,3,Detached,240.4
162,1573891,Teasdale,419696,2022-01-10,4.8,6,Detached,559.4
163,1214267,Unknown,140986,2022-02-10,3.7,3,Semi-detached,226.1
164,1437188,Riverford,197759,2022-04-16,6.6,4,Detached,382.9
165,1608672,Silvertown,116013,2020-01-15,7.5,3,Semi-detached,207.0
166,1176545,Silvertown,314469,2021-02-14,4.7,5,Detached,475.2
167,1728821,Teasdale,348439,2020-01-17,7.3,5,Detached,452.8
168,1527410,Silvertown,298567,2022-04-09,5.0,5,Detached,418.4
169,1525711,Silvertown,238000,2021-03-01,4.3,4,Detached,354.4
170,1488937,Poppleton,194180,2020-09-08,3.0,4,Detached,310.2
171,1318782,Teasdale,82092,2022-07-20,4.6,3,Terraced,219.2
172,1982588,Poppleton,315322,2020-10-01,5.9,6,Detached,556.0
173,1529229,Silvertown,252919,2022-09-21,6.2,4,Detached,355.7
174,1919512,Poppleton,50443,2020-12-14,3.9,2,Semi-detached,115.8
175,1161250,Riverford,209008,2021-08-30,5.2,5,Detached,410.6
176,1988984,Silvertown,224529,2020-04-12,9.6,4,Detached,326.3
177,1060270,Teasdale,493150,2020-01-16,9.7,6,Detached,571.8
178,1071778,Teasdale,447055,2022-11-26,5.9,6,Detached,547.6
179,1687847,Poppleton,35158,2020-08-09,8.0,2,Terraced,124.2
180,1249631,Teasdale,66955,2022-12-16,5.9,2,Terraced,153.0
181,1788752,Teasdale,192159,2020-04-12,6.8,3,Detached,261.0
182,1345608,Unknown,187927,2021-12-24,6.2,3,Detached,266.1
183,1940329,Unknown,406282,2022-03-29,2.2,6,Detached,571.4
184,1619876,Poppleton,46581,2021-10-11,6.9,2,Terraced,147.3
185,1733693,Riverford,313445,2021-04-17,8.6,6,Detached,591.6
186,1159626,Poppleton,96441,2021-10-12,2.5,3,Semi-detached,220.6
187,1627838,Teasdale,251786,2022-03-03,3.7,4,Detached,354.0
188,1102880,Teasdale,501427,2022-09-02,4.8,6,Detached,596.7
189,1564018,Silvertown,196885,2021-08-28,4.5,3,Detached,291.1
190,1380656,Unknown,186001,2021-08-18,5.5,3,Detached,281.6
191,1643636,Teasdale,344388,2021-03-13,8.5,5,Detached,467.8
192,1150963,Poppleton,291063,2022-07-19,4.6,5,Detached,474.2
193,1007511,Unknown,263040,2020-04-23,4.2,5,Detached,443.6
194,1803730,Silvertown,318996,2022-01-17,5.2,5,Detached,427.2
195,1037981,Silvertown,98234,2022-03-14,3.6,2,Semi-detached,195.5
196,1978854,Teasdale,449907,2022-09-30,6.2,6,Detached,579.7
197,1166157,Riverford,258044,2022-01-20,4.0,6,Detached,515.1
198,1096258,Poppleton,183004,2022-06-18,5.0,4,Detached,338.9
199,1594453,Teasdale,283127,2021-06-25,3.3,4,Detached,360.7
200,1167858,Silvertown,364186,2022-06-15,5.9,5,Detached,489.7
201,1567991,Silvertown,111965,2022-06-14,9.6,3,Semi-detached,218.6
202,1924543,Silvertown,73221,2022-01-25,8.3,3,Terraced,220.4
203,1847369,Silvertown,57602,2021-07-15,4.8,2,Semi-detached,113.4
204,1081697,Teasdale,307538,2021-09-24,4.9,5,Detached,407.8
205,1035135,Teasdale,190517,2021-03-09,6.8,3,Detached,239.2
206,1176419,Teasdale,149373,2022-11-28,6.4,3,Semi-detached,221.7
207,1889338,Riverford,268716,2022-09-02,6.6,6,Detached,526.6
208,1644080,Teasdale,345701,2020-11-10,8.1,5,Detached,435.1
209,1442229,Silvertown,115173,2021-12-21,6.7,3,Semi-detached,219.4
210,1448759,Riverford,57616,2020-06-28,10.7,2,Semi-detached,155.0
211,1780975,Unknown,44968,2021-10-26,6.9,2,Semi-detached,124.3
212,1599167,Poppleton,30608,2021-03-14,4.1,2,Terraced,102.4
213,1237166,Silvertown,108829,2020-02-20,2.7,3,Semi-detached,226.6
214,1130002,Poppleton,343253,2022-08-05,3.8,6,Detached,544.1
215,1649002,Teasdale,496913,2020-02-15,6.7,6,Detached,582.0
216,1221595,Riverford,297818,2021-04-27,6.4,6,Detached,555.1
217,1731309,Poppleton,320985,2022-05-05,3.4,5,Detached,482.1
218,1715748,Teasdale,280447,2022-11-13,6.3,4,Detached,354.9
219,1547654,Silvertown,240690,2020-08-10,7.0,4,Detached,359.1
220,1258196,Poppleton,169287,2022-12-13,4.1,3,Detached,254.7
221,1426605,Riverford,281208,2021-11-26,9.1,6,Detached,551.7
222,1549920,Riverford,28517,2022-12-29,4.9,2,Terraced,114.5
223,1700474,Teasdale,253929,2021-10-18,7.5,3,Detached,288.5
224,1960809,Silvertown,69767,2020-07-30,3.2,2,Terraced,197.3
225,1850041,Poppleton,61313,2022-10-17,4.1,2,Semi-detached,125.6
226,1694974,Silvertown,180249,2022-06-10,5.7,3,Detached,248.3
227,1552267,Poppleton,188541,2021-02-07,6.5,3,Detached,296.4
228,1436311,Unknown,114865,2020-09-29,5.3,2,Semi-detached,197.8
229,1646556,Riverford,283517,2021-01-22,6.9,6,Detached,541.1
230,1969099,Unknown,158584,2020-08-20,4.1,3,Detached,241.1
231,1491743,Silvertown,253081,2021-01-25,4.9,4,Detached,373.4
232,1473953,Teasdale,74855,2022-10-01,5.4,3,Terraced,205.5
233,1531316,Teasdale,222602,2022-08-07,5.8,3,Detached,278.7
234,1246779,Silvertown,361507,2022-08-18,3.3,6,Detached,505.3
235,1361643,Poppleton,290760,2021-05-10,6.9,6,Detached,507.7
236,1289616,Silvertown,129211,2020-12-22,2.7,3,Semi-detached,233.1
237,1572330,Poppleton,55775,2020-03-22,6.9,2,Semi-detached,124.3
238,1229417,Teasdale,459909,2021-06-03,2.8,6,Detached,563.7
239,1207578,Silvertown,110808,2022-12-11,5.7,2,Detached,181.7
240,1915132,Poppleton,234585,2021-08-28,8.2,4,Detached,392.9
241,1987264,Silvertown,185864,2021-11-24,4.5,3,Detached,251.0
242,1179393,Unknown,106067,2022-12-01,6.4,2,Semi-detached,199.5
243,1480556,Poppleton,143888,2022-12-05,4.2,3,Detached,249.5
244,1435028,Poppleton,155078,2020-02-09,11.4,3,Detached,274.2
245,1892989,Silvertown,246488,2021-01-05,4.9,4,Detached,351.1
246,1564132,Poppleton,66189,2021-02-25,7.7,3,Terraced,212.3
247,1948436,Teasdale,291468,2022-09-26,6.0,4,Detached,335.1
248,1406027,Silvertown,424964,2020-03-15,8.2,6,Detached,587.7
249,1245874,Silvertown,368273,2021-01-16,6.3,6,Detached,527.6
250,1618928,Silvertown,56447,2022-11-23,7.7,2,Semi-detached,101.0
251,1135020,Teasdale,471186,2020-05-17,3.7,6,Detached,597.2
252,1569966,Silvertown,60728,2021-12-07,4.5,2,Terraced,172.8
253,1351828,Poppleton,148432,2020-08-15,5.3,3,Detached,254.0
254,1512484,Teasdale,100458,2021-10-30,10.0,2,Semi-detached,159.5
255,1953702,Unknown,53633,2021-05-24,4.9,2,Semi-detached,104.2
256,1774951,Silvertown,419696,2022-01-05,9.4,6,Detached,582.7
257,1230049,Silvertown,156392,2021-12-09,2.9,3,Detached,242.8
258,1535520,Teasdale,263646,2021-07-10,9.6,4,Detached,335.4
259,1948958,Silvertown,384440,2020-04-29,10.1,6,Detached,568.2
260,1095534,Riverford,222905,2020-11-14,7.3,5,Detached,445.3
261,1388933,Poppleton,169743,2022-03-07,5.3,3,Detached,292.1
262,1643896,Teasdale,237206,2022-04-09,9.1,3,Detached,293.3
263,1877172,Poppleton,39578,2020-02-19,7.9,2,Terraced,124.5
264,1869923,Silvertown,276995,2020-03-24,3.2,4,Detached,351.5
265,1289056,Poppleton,97776,2022-01-17,3.9,3,Semi-detached,200.0
266,1481658,Riverford,215675,2021-11-01,8.1,5,Detached,485.5
267,1278608,Poppleton,256776,2020-05-17,7.1,5,Detached,442.4
268,1144804,Silvertown,203563,2021-05-13,4.4,3,Detached,292.3
269,1450270,Poppleton,208082,2022-06-28,6.4,4,Detached,361.0
270,1320300,Silvertown,63745,2020-07-27,5.7,2,Semi-detached,123.7
271,1813952,Unknown,74913,2020-09-16,5.7,2,Terraced,168.5
272,1010031,Silvertown,408685,2021-06-14,2.9,6,Detached,563.0
273,1885450,Silvertown,279118,2022-07-30,5.5,5,Detached,445.7
274,1884030,Poppleton,204428,2021-05-17,6.3,4,Detached,323.9
275,1911709,Silvertown,198055,2020-01-12,7.2,3,Detached,294.4
276,1018165,Poppleton,89000,2021-08-21,6.9,2,Semi-detached,186.3
277,1338077,Poppleton,255176,2022-09-15,3.4,4,Detached,398.8
278,1100407,Silvertown,237629,2021-06-05,3.9,4,Detached,357.7
279,1585230,Unknown,60662,2021-11-12,6.5,2,Semi-detached,111.8
280,1202901,Riverford,316761,2021-02-04,7.3,6,Detached,594.8
281,1024283,Teasdale,358561,2021-12-01,6.8,5,Detached,424.2
282,1300327,Riverford,200398,2021-03-20,5.5,4,Detached,398.5
283,1140466,Riverford,254331,2022-11-07,5.8,5,Detached,473.9
284,1512919,Silvertown,413258,2022-09-28,10.5,6,Detached,576.1
285,1937577,Riverford,203649,2022-05-26,7.1,4,Detached,398.0
286,1592992,Silvertown,337266,2021-01-05,8.1,5,Detached,492.9
287,1762638,Teasdale,233845,2022-10-24,2.6,4,Detached,308.1
288,1160936,Teasdale,122329,2021-07-11,9.9,3,Semi-detached,201.2
289,1554766,Poppleton,212534,2020-03-27,5.1,4,Detached,332.5
290,1835470,Riverford,148661,2022-01-12,6.5,3,Detached,284.5
291,1594921,Poppleton,211316,2022-06-17,6.6,4,Detached,372.7
292,1113820,Poppleton,203732,2021-01-05,5.9,4,Detached,338.0
293,1816606,Silvertown,81868,2020-04-30,5.0,2,Semi-detached,156.8
294,1042506,Poppleton,185911,2022-10-04,6.1,4,Detached,319.6
295,1567056,Poppleton,60297,2021-01-20,4.6,2,Semi-detached,141.4
296,1829376,Poppleton,220123,2022-05-16,4.1,4,Detached,361.5
297,1645993,Teasdale,343401,2020-05-16,2.6,5,Detached,404.9
298,1536822,Silvertown,249262,2020-03-17,7.4,4,Detached,371.2
299,1057028,Unknown,383882,2020-07-22,5.8,5,Detached,479.1
300,1560933,Silvertown,357382,2022-11-12,7.7,6,Detached,536.8
301,1929594,Silvertown,156936,2020-03-09,6.1,3,Detached,250.1
302,1742630,Poppleton,172360,2022-12-30,5.2,3,Detached,289.6
303,1227304,Riverford,135691,2021-10-21,4.7,3,Detached,255.7
304,1633532,Silvertown,277277,2021-12-11,5.2,5,Detached,414.8
305,1730020,Riverford,47982,2022-07-28,7.0,2,Terraced,184.9
306,1688219,Poppleton,155232,2020-12-28,6.0,3,Detached,257.6
307,1838239,Silvertown,274027,2020-06-28,4.9,4,Detached,381.7
308,1664271,Silvertown,100578,2021-08-23,6.7,2,Semi-detached,186.0
309,1749742,Teasdale,72401,2021-01-20,6.0,2,Terraced,182.2
310,1580068,Silvertown,185532,2022-12-22,6.2,3,Detached,276.6
311,1466804,Silvertown,175314,2022-07-16,7.9,3,Detached,239.7
312,1738352,Teasdale,146652,2020-05-15,4.8,3,Semi-detached,237.6
313,1550941,Riverford,61163,2020-12-31,4.7,2,Semi-detached,168.3
314,1818481,Silvertown,345139,2022-10-18,3.1,5,Detached,461.5
315,1481909,Silvertown,276398,2021-07-23,7.2,4,Detached,377.3
316,1096726,Silvertown,200048,2022-08-30,7.1,3,Detached,262.6
317,1698278,Poppleton,268610,2022-09-29,7.2,5,Detached,424.9
318,1722437,Silvertown,264477,2020-08-06,2.6,5,Detached,414.9
319,1281734,Poppleton,36152,2022-05-13,7.4,2,Terraced,110.2
320,1112630,Teasdale,444695,2022-11-23,7.0,6,Detached,551.0
321,1389000,Poppleton,336815,2020-06-14,5.8,6,Detached,588.7
322,1589593,Silvertown,113624,2021-09-13,5.1,3,Semi-detached,209.9
323,1709120,Silvertown,344630,2020-04-08,9.3,5,Detached,471.6
324,1012593,Poppleton,361033,2022-07-08,4.7,6,Detached,566.1
325,1953115,Teasdale,244749,2022-10-02,5.8,4,Detached,314.4
326,1507065,Silvertown,420380,2020-04-08,4.3,6,Detached,541.9
327,1806448,Silvertown,312813,2022-06-08,4.6,5,Detached,458.5
328,1168631,Teasdale,292514,2020-02-08,9.0,4,Detached,370.0
329,1605792,Teasdale,230687,2021-07-07,3.1,3,Detached,298.8
330,1510886,Silvertown,293286,2022-05-04,10.2,4,Detached,397.1
331,1390771,Silvertown,318460,2020-07-06,3.5,5,Detached,467.9
332,1884320,Teasdale,74077,2021-09-08,6.0,3,Terraced,205.3
333,1482499,Poppleton,237266,2021-04-11,3.5,4,Detached,386.0
334,1169444,Silvertown,312901,2021-11-21,7.3,5,Detached,480.6
335,1208439,Silvertown,365734,2021-08-31,5.8,6,Detached,560.6
336,1618764,Poppleton,190766,2020-10-16,6.1,4,Detached,328.5
337,1823812,Silvertown,356510,2022-12-24,6.5,6,Detached,530.3
338,1645820,Poppleton,356878,2021-03-31,6.6,6,Detached,586.5
339,1524475,Teasdale,426348,2021-05-01,8.3,6,Detached,538.0
340,1626381,Teasdale,247212,2021-01-21,2.3,4,Detached,302.3
341,1345926,Silvertown,308186,2020-08-18,7.2,5,Detached,462.5
342,1699422,Poppleton,147309,2020-05-10,2.8,3,Detached,275.5
343,1907377,Teasdale,362407,2020-04-05,3.4,5,Detached,446.7
344,1974135,Teasdale,227802,2020-04-17,7.8,3,Detached,275.3
345,1758719,Silvertown,249436,2020-03-06,7.6,4,Detached,349.8
346,1237673,Teasdale,302485,2022-09-01,3.0,4,Detached,382.0
347,1065281,Poppleton,49368,2020-02-12,3.9,2,Semi-detached,110.3
348,1864521,Silvertown,317050,2020-08-25,5.1,5,Detached,478.1
349,1991768,Poppleton,75678,2021-12-23,4.9,2,Semi-detached,180.4
350,1573560,Silvertown,176877,2021-08-05,10.4,3,Detached,264.1
351,1810420,Silvertown,34747,2020-05-07,6.0,2,Terraced,114.2
352,1582785,Teasdale,313693,2022-05-02,6.8,4,Detached,381.5
353,1915648,Silvertown,359213,2020-07-12,5.7,6,Detached,502.4
354,1051241,Poppleton,93551,2020-01-27,5.5,3,Semi-detached,208.8
355,1223416,Teasdale,220807,2020-04-21,4.0,3,Detached,274.8
356,1809998,Poppleton,249821,2022-03-28,4.0,5,Detached,426.1
357,1390884,Silvertown,414015,2022-10-16,9.4,6,Detached,571.6
358,1583370,Teasdale,476913,2021-04-12,6.1,6,Detached,569.2
359,1817042,Silvertown,75352,2021-06-13,5.6,2,Semi-detached,137.8
360,1851664,Teasdale,450341,2022-01-22,8.0,6,Detached,543.8
361,1249429,Silvertown,105498,2021-06-17,6.7,2,Semi-detached,196.3
362,1448331,Poppleton,57065,2020-08-26,6.2,2,Semi-detached,123.9
363,1448472,Poppleton,32782,2021-09-27,9.9,2,Terraced,106.7
364,1618694,Silvertown,100093,2022-02-17,4.6,2,Semi-detached,183.7
365,1352580,Poppleton,334465,2020-09-08,4.2,6,Detached,590.3
366,1491804,Poppleton,79410,2020-07-30,4.8,2,Semi-detached,171.8
367,1662312,Poppleton,192038,2021-09-06,5.8,4,Detached,302.4
368,1891542,Teasdale,197489,2020-08-08,4.0,3,Detached,246.1
369,1402511,Silvertown,335564,2020-11-21,6.7,5,Detached,499.3
370,1548177,Silvertown,195658,2021-05-21,2.9,3,Detached,293.7
371,1411516,Silvertown,340533,2020-10-17,5.3,5,Detached,498.6
372,1764460,Unknown,42573,2020-03-19,9.0,2,Semi-detached,122.0
373,1861629,Poppleton,283525,2020-06-11,7.2,6,Detached,524.0
374,1708987,Teasdale,209955,2021-10-24,7.6,3,Detached,253.8
375,1929473,Poppleton,162439,2020-02-27,6.4,3,Detached,250.2
376,1798125,Poppleton,88965,2022-12-13,5.2,2,Semi-detached,198.1
377,1836761,Riverford,52460,2022-09-28,4.4,3,Terraced,209.0
378,1273854,Unknown,364563,2021-10-26,6.2,5,Detached,486.0
379,1875485,Teasdale,161593,2020-06-04,5.6,3,Detached,217.1
380,1877324,Riverford,33438,2022-05-04,8.6,2,Terraced,130.9
381,1309830,Riverford,52544,2021-08-06,8.0,2,Semi-detached,138.5
